Edition,Report Type,Measure Name,State Name,Rank,Value,Score,LowerCI,UpperCI,Source,Source Year
"2022","2022 Annual","High-risk HIV Behaviors - Asian","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","High-risk HIV Behaviors - Black","Tennessee","",9.2,,5,13.4,"CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","High-risk HIV Behaviors - Hawaiian/Pacific Islander","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","High-risk HIV Behaviors - Hispanic","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","High-risk HIV Behaviors - Multiracial","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","High-risk HIV Behaviors - Other Race","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","High-risk HIV Behaviors - White","Tennessee","",4.6,,3.5,5.7,"CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","High-risk HIV Behaviors - Less Than High School","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","High-risk HIV Behaviors - High School/GED","Tennessee","",3.4,,1.9,4.9,"CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","High-risk HIV Behaviors - Some Post-High School","Tennessee","",5.2,,2.9,7.4,"CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","High-risk HIV Behaviors - College Grad","Tennessee","",4.5,,2.9,6,"CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","High-risk HIV Behaviors - Ages 18-44","Tennessee","",11,,8.6,13.3,"CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","High-risk HIV Behaviors - Ages 45-64","Tennessee","",2.5,,1.2,3.8,"CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","High-risk HIV Behaviors - Ages 65+","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","High-risk HIV Behaviors - Female","Tennessee","",4.5,,3.1,5.8,"CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","High-risk HIV Behaviors - Male","Tennessee","",7.5,,5.5,9.4,"CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","High-risk HIV Behaviors - Less Than $25,000","Tennessee","",4.9,,2.5,7.4,"CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","High-risk HIV Behaviors - $25-$49,999","Tennessee","",6.4,,3.7,9.1,"CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","High-risk HIV Behaviors - $50-$74,999","Tennessee","",6.1,,2.5,9.6,"CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","High-risk HIV Behaviors - $75,000 or More","Tennessee","",3.3,,1.9,4.7,"CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","Teen Births","Tennessee",44,23.3,,"","","CDC WONDER, Natality Public Use Files","2020"
"2022","2022 Annual","Teen Births - American Indian/Alaska Native","Tennessee","","",,"","","CDC WONDER, Natality Public Use Files","2020"
"2022","2022 Annual","Teen Births - Asian","Tennessee","",4,,"","","CDC WONDER, Natality Public Use Files","2020"
"2022","2022 Annual","Teen Births - Black","Tennessee","",32.5,,"","","CDC WONDER, Natality Public Use Files","2020"
"2022","2022 Annual","Teen Births - Hispanic","Tennessee","",45.9,,"","","CDC WONDER, Natality Public Use Files","2020"
"2022","2022 Annual","Teen Births - Multiracial","Tennessee","",24.9,,"","","CDC WONDER, Natality Public Use Files","2020"
"2022","2022 Annual","Teen Births - White","Tennessee",44,18.1,,"","","CDC WONDER, Natality Public Use Files","2020"
"2022","2022 Annual","Teen Births - Native Hawaiian/Pacific Islander","Tennessee","","",,"","","CDC WONDER, Natality Public Use Files","2020"
"2022","2022 Annual","Sleep Health - Annual","Tennessee",36,-0.46,,"","","America's Health Rankings composite measure","2022"
"2022","2022 Annual","Insufficient Sleep","Tennessee",36,33.7,,31.8,35.6,"CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","Insufficient Sleep - American Indian/Alaska Native","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","Insufficient Sleep - Asian","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","Insufficient Sleep - Black","Tennessee","",38.3,,32.3,44.3,"CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","Insufficient Sleep - Hawaiian/Pacific Islander","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","Insufficient Sleep - Hispanic","Tennessee","",43.2,,31.1,55.4,"CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","Insufficient Sleep - Multiracial","Tennessee","",33.5,,20.7,46.3,"CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","Insufficient Sleep - Other Race","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","Insufficient Sleep - White","Tennessee","",32.3,,30.4,34.3,"CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","Insufficient Sleep - Less Than High School","Tennessee","",37.4,,30.5,44.3,"CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","Insufficient Sleep - High School/GED","Tennessee","",37.3,,33.8,40.9,"CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","Insufficient Sleep - Some Post-High School","Tennessee","",34.9,,31.2,38.6,"CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","Insufficient Sleep - College Grad","Tennessee","",25.5,,22.6,28.4,"CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","Insufficient Sleep - Ages 18-44","Tennessee","",37.7,,34.5,40.9,"CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","Insufficient Sleep - Ages 45-64","Tennessee","",35.3,,32.2,38.4,"CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","Insufficient Sleep - Ages 65+","Tennessee","",23.3,,20.5,26.1,"CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","Insufficient Sleep - Female","Tennessee","",33.6,,31.1,36.1,"CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","Insufficient Sleep - Male","Tennessee","",33.8,,31,36.7,"CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","Insufficient Sleep - Less Than $25,000","Tennessee","",45.5,,41.1,49.9,"CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","Insufficient Sleep - $25-$49,999","Tennessee","",32.4,,27.9,36.8,"CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","Insufficient Sleep - $50-$74,999","Tennessee","",32,,26.5,37.5,"CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","Insufficient Sleep - $75,000 or More","Tennessee","",27.5,,24.2,30.9,"CDC, Behavioral Risk Factor Surveillance System","2020"
"2022","2022 Annual","Smoking and Tobacco Use - Annual","Tennessee",48,-1.65,,"","","America's Health Rankings composite measure","2022"
"2022","2022 Annual","E-cigarette Use","Tennessee",46,9.1,,7.9,10.3,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","E-cigarette Use - American Indian/Alaska Native","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","E-cigarette Use - Asian","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","E-cigarette Use - Black","Tennessee","",8,,4.5,11.5,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","E-cigarette Use - Hawaiian/Pacific Islander","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","E-cigarette Use - Hispanic","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","E-cigarette Use - Multiracial","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","E-cigarette Use - Other Race","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","E-cigarette Use - White","Tennessee","",8.9,,7.6,10.1,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","E-cigarette Use - Less Than High School","Tennessee","",4.5,,1.9,7.2,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","E-cigarette Use - High School/GED","Tennessee","",7.1,,5.2,9,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","E-cigarette Use - Some Post-High School","Tennessee","",9.3,,7,11.6,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","E-cigarette Use - College Grad","Tennessee","",3.9,,2.8,5,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","E-cigarette Use - Ages 18-44","Tennessee","",15.8,,13.4,18.1,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","E-cigarette Use - Ages 45-64","Tennessee","",5.2,,3.8,6.5,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","E-cigarette Use - Ages 65+","Tennessee","",1.7,,0.8,2.5,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","E-cigarette Use - Female","Tennessee","",7.6,,6.1,9,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","E-cigarette Use - Male","Tennessee","",10.7,,8.8,12.6,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","E-cigarette Use - Less Than $25,000","Tennessee","",5.4,,3.4,7.4,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","E-cigarette Use - $25-$49,999","Tennessee","",9.1,,6.5,11.6,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","E-cigarette Use - $50-$74,999","Tennessee","",7.7,,5,10.5,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","E-cigarette Use - $75,000 or More","Tennessee","",5.5,,3.8,7.2,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","E-cigarette Use - Metro","Tennessee","",8.6,,7.2,10,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","E-cigarette Use - Non-Metro","Tennessee","",10.5,,8.2,12.9,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Smoking","Tennessee",47,19.7,,18.1,21.2,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Smoking - American Indian/Alaska Native","Tennessee","",34.5,,18.2,50.8,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Smoking - Asian","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Smoking - Black","Tennessee","",18.1,,13.4,22.8,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Smoking - Hawaiian/Pacific Islander","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Smoking - Hispanic","Tennessee","",14.8,,6.5,23.1,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Smoking - Multiracial","Tennessee","",27.5,,14.8,40.2,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Smoking - Other Race","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Smoking - White","Tennessee","",20.1,,18.4,21.8,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Smoking - Less Than High School","Tennessee","",37.2,,30.4,44.1,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Smoking - High School/GED","Tennessee","",26.2,,22.9,29.5,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Smoking - Some Post-High School","Tennessee","",22,,19,25,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Smoking - College Grad","Tennessee","",6.5,,5.1,7.9,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Smoking - Ages 18-44","Tennessee","",20.3,,17.7,22.8,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Smoking - Ages 45-64","Tennessee","",22.3,,19.6,25,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Smoking - Ages 65+","Tennessee","",14.8,,12,17.6,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Smoking - Female","Tennessee","",18.5,,16.5,20.5,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Smoking - Male","Tennessee","",21,,18.5,23.4,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Smoking - Less Than $25,000","Tennessee","",33.2,,28.5,38,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Smoking - $25-$49,999","Tennessee","",23.4,,20,26.9,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Smoking - $50-$74,999","Tennessee","",18.5,,14,23,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Smoking - $75,000 or More","Tennessee","",13.4,,10.8,16.1,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Smoking - Metro","Tennessee","",18,,16.2,19.8,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Smoking - Non-Metro","Tennessee","",24.8,,21.7,27.9,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Health Outcomes","Tennessee",44,-0.692,,"","","America's Health Rankings composite measure","2022"
"2022","2022 Annual","Behavioral Health - Annual","Tennessee",43,-0.443,,"","","America's Health Rankings composite measure","2022"
"2022","2022 Annual","Drug Deaths","Tennessee",45,44.1,,42.5,45.7,"CDC WONDER, Multiple Cause of Death Files","2020"
"2022","2022 Annual","Drug Deaths - Female","Tennessee",49,29.4,,27.7,31.2,"CDC WONDER, Multiple Cause of Death Files","2020"
"2022","2022 Annual","Drug Deaths - Male","Tennessee",45,59.3,,56.7,61.9,"CDC WONDER, Multiple Cause of Death Files","2020"
"2022","2022 Annual","Drug Deaths - Ages 15-24","Tennessee","",25.4,,22.1,28.8,"CDC WONDER, Multiple Cause of Death Files","2020"
"2022","2022 Annual","Drug Deaths - Ages 25-34","Tennessee","",77.4,,71.9,83,"CDC WONDER, Multiple Cause of Death Files","2020"
"2022","2022 Annual","Drug Deaths - Ages 35-44","Tennessee",44,93.6,,87.1,100.1,"CDC WONDER, Multiple Cause of Death Files","2020"
"2022","2022 Annual","Drug Deaths - Ages 45-54","Tennessee","",79.4,,73.5,85.4,"CDC WONDER, Multiple Cause of Death Files","2020"
"2022","2022 Annual","Drug Deaths - Ages 55-64","Tennessee","",50.1,,45.5,54.7,"CDC WONDER, Multiple Cause of Death Files","2020"
"2022","2022 Annual","Drug Deaths - Ages 65-74","Tennessee","",14.8,,11.9,17.6,"CDC WONDER, Multiple Cause of Death Files","2020"
"2022","2022 Annual","Drug Deaths - American Indian/Alaska Native","Tennessee","","",,"","","CDC WONDER, Multiple Cause of Death Files","2020"
"2022","2022 Annual","Drug Deaths - Asian","Tennessee","","",,"","","CDC WONDER, Multiple Cause of Death Files","2020"
"2022","2022 Annual","Drug Deaths - Black","Tennessee","",46.6,,42.6,50.5,"CDC WONDER, Multiple Cause of Death Files","2020"
"2022","2022 Annual","Drug Deaths - Hawaiian/Pacific Islander","Tennessee","","",,"","","CDC WONDER, Multiple Cause of Death Files","2020"
"2022","2022 Annual","Drug Deaths - Hispanic","Tennessee","",20.2,,15.5,25.8,"CDC WONDER, Multiple Cause of Death Files","2020"
"2022","2022 Annual","Drug Deaths - Multiracial","Tennessee","","",,4.2,16,"CDC WONDER, Multiple Cause of Death Files","2020"
"2022","2022 Annual","Drug Deaths - White","Tennessee",44,47.1,,45.2,49,"CDC WONDER, Multiple Cause of Death Files","2020"
"2022","2022 Annual","Excessive Drinking","Tennessee",12,15.5,,14.1,17,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Excessive Drinking - American Indian/Alaska Native","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Excessive Drinking - Asian","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Excessive Drinking - Black","Tennessee","",15.7,,11.2,20.1,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Excessive Drinking - Hawaiian/Pacific Islander","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Excessive Drinking - Hispanic","Tennessee","",18.6,,9.4,27.8,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Excessive Drinking - Multiracial","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Excessive Drinking - Other Race","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Excessive Drinking - White","Tennessee","",15.1,,13.6,16.7,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Excessive Drinking - Less Than High School","Tennessee","",8.1,,4.6,11.7,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Excessive Drinking - High School/GED","Tennessee","",14.4,,11.6,17.2,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Excessive Drinking - Some Post-High School","Tennessee","",15.7,,12.8,18.6,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Excessive Drinking - College Grad","Tennessee","",15.6,,13.3,17.9,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Excessive Drinking - Ages 18-44","Tennessee","",22.5,,19.9,25.1,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Excessive Drinking - Ages 45-64","Tennessee","",14.7,,12.4,17.1,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Excessive Drinking - Ages 65+","Tennessee","",3.3,,2,4.5,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Excessive Drinking - Female","Tennessee","",11.8,,10.1,13.5,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Excessive Drinking - Male","Tennessee","",19.6,,17.3,22,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Excessive Drinking - Less Than $25,000","Tennessee","",9.4,,6.5,12.3,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Excessive Drinking - $25-$49,999","Tennessee","",12.3,,9.6,15.1,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Excessive Drinking - $50-$74,999","Tennessee","",16.1,,12,20.1,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Excessive Drinking - $75,000 or More","Tennessee","",20.4,,17.4,23.3,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Excessive Drinking - Metro","Tennessee","",16.3,,14.6,18,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Excessive Drinking - Non-Metro","Tennessee","",13.2,,10.6,15.9,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Binge Drinking","Tennessee",14,14.2,,12.8,15.6,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Heavy Drinking","Tennessee",14,5.5,,4.6,6.4,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Frequent Mental Distress","Tennessee",46,18,,16.5,19.5,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Frequent Mental Distress - American Indian/Alaska Native","Tennessee","",25.7,,10.9,40.6,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Frequent Mental Distress - Asian","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Frequent Mental Distress - Black","Tennessee","",19,,14.2,23.9,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Frequent Mental Distress - Hawaiian/Pacific Islander","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Frequent Mental Distress - Hispanic","Tennessee","",25.5,,15,36.1,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Frequent Mental Distress - Multiracial","Tennessee","",33.3,,20.8,45.8,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Frequent Mental Distress - Other Race","Tennessee","","",,"","","CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Frequent Mental Distress - White","Tennessee","",17.3,,15.7,18.9,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Frequent Mental Distress - Less Than High School","Tennessee","",27.7,,21.4,34,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Frequent Mental Distress - High School/GED","Tennessee","",14.9,,12.4,17.4,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Frequent Mental Distress - Some Post-High School","Tennessee","",18.8,,15.9,21.6,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Frequent Mental Distress - College Grad","Tennessee","",11.7,,9.7,13.7,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Frequent Mental Distress - Ages 18-44","Tennessee","",21.7,,19.2,24.3,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Frequent Mental Distress - Ages 45-64","Tennessee","",17.1,,14.8,19.4,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Frequent Mental Distress - Ages 65+","Tennessee","",11.9,,9.2,14.6,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Frequent Mental Distress - Female","Tennessee","",21.3,,19.1,23.5,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Frequent Mental Distress - Male","Tennessee","",14.5,,12.4,16.5,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Frequent Mental Distress - Less Than $25,000","Tennessee","",32.2,,27.6,36.9,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Frequent Mental Distress - $25-$49,999","Tennessee","",18.6,,15.4,21.8,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Frequent Mental Distress - $50-$74,999","Tennessee","",12,,8.8,15.2,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Frequent Mental Distress - $75,000 or More","Tennessee","",10.7,,8.3,13.1,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Frequent Mental Distress - Metro","Tennessee","",18.1,,16.3,19.9,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Frequent Mental Distress - Non-Metro","Tennessee","",17.8,,15.2,20.4,"CDC, Behavioral Risk Factor Surveillance System","2021"
"2022","2022 Annual","Non-medical Drug Use - Past Year","Tennessee",36,16.7,,13.9,19.5,"Denver Health and Hospital Authority, RADARS® System Survey of Non-Medical Use of Prescription Drugs Program","2022"
"2022","2022 Annual","Illicit Drug Use (excluding opioids and cannabis)","Tennessee","",6.7,,4.7,8.7,"Denver Health and Hospital Authority, RADARS® System Survey of Non-Medical Use of Prescription Drugs Program","2022"
"2022","2022 Annual","Illicit Opioid Use","Tennessee","",1.5,,0.7,2.2,"Denver Health and Hospital Authority, RADARS® System Survey of Non-Medical Use of Prescription Drugs Program","2022"
"2022","2022 Annual","Non-medical Use of Prescription Drugs (excluding opioids and cannabis)","Tennessee",35,8.3,,6.5,10,"Denver Health and Hospital Authority, RADARS® System Survey of Non-Medical Use of Prescription Drugs Program","2022"
"2022","2022 Annual","Non-medical Use of Prescription Opioids","Tennessee","",9.1,,7.2,11,"Denver Health and Hospital Authority, RADARS® System Survey of Non-Medical Use of Prescription Drugs Program","2022"
"2022","2022 Annual","Cannabis Use","Tennessee",28,21.8,,18.1,25.5,"Denver Health and Hospital Authority, RADARS® System Survey of Non-Medical Use of Prescription Drugs Program","2022"
"2022","2022 Annual","Non-medical Drug Use - Past Month","Tennessee",31,8.4,,6.5,10.3,"Denver Health and Hospital Authority, RADARS® System Survey of Non-Medical Use of Prescription Drugs Program","2022"
"2022","2022 Annual","Non-medical Drug Use - American Indian/Alaska Native","Tennessee","","",,"","","Denver Health and Hospital Authority, RADARS® System Survey of Non-Medical Use of Prescription Drugs Program","2022"
"2022","2022 Annual","Non-medical Drug Use - Asian","Tennessee","","",,"","","Denver Health and Hospital Authority, RADARS® System Survey of Non-Medical Use of Prescription Drugs Program","2022"
"2022","2022 Annual","Non-medical Drug Use - Black","Tennessee","",14.6,,5.9,23.3,"Denver Health and Hospital Authority, RADARS® System Survey of Non-Medical Use of Prescription Drugs Program","2022"
"2022","2022 Annual","Non-medical Drug Use - Hawaiian/Pacific Islander","Tennessee","","",,"","","Denver Health and Hospital Authority, RADARS® System Survey of Non-Medical Use of Prescription Drugs Program","2022"
"2022","2022 Annual","Non-medical Drug Use - Hispanic","Tennessee","",36.9,,9.6,64.2,"Denver Health and Hospital Authority, RADARS® System Survey of Non-Medical Use of Prescription Drugs Program","2022"
"2022","2022 Annual","Non-medical Drug Use - Other Race","Tennessee","",31.4,,7.1,55.7,"Denver Health and Hospital Authority, RADARS® System Survey of Non-Medical Use of Prescription Drugs Program","2022"
"2022","2022 Annual","Non-medical Drug Use - White","Tennessee",26,15.9,,13.2,18.5,"Denver Health and Hospital Authority, RADARS® System Survey of Non-Medical Use of Prescription Drugs Program","2022"
"2022","2022 Annual","Non-medical Drug Use - Less Than High School","Tennessee","",7.3,,3.1,11.5,"Denver Health and Hospital Authority, RADARS® System Survey of Non-Medical Use of Prescription Drugs Program","2022"
"2022","2022 Annual","Non-medical Drug Use - High School/GED","Tennessee","",16.4,,11.1,21.6,"Denver Health and Hospital Authority, RADARS® System Survey of Non-Medical Use of Prescription Drugs Program","2022"
"2022","2022 Annual","Non-medical Drug Use - Some Post-High School","Tennessee","",17.7,,13.3,22.1,"Denver Health and Hospital Authority, RADARS® System Survey of Non-Medical Use of Prescription Drugs Program","2022"
"2022","2022 Annual","Non-medical Drug Use - College Grad","Tennessee","",19.4,,13.2,25.7,"Denver Health and Hospital Authority, RADARS® System Survey of Non-Medical Use of Prescription Drugs Program","2022"
"2022","2022 Annual","Non-medical Drug Use - Female","Tennessee",35,16,,12,20.1,"Denver Health and Hospital Authority, RADARS® System Survey of Non-Medical Use of Prescription Drugs Program","2022"
"2022","2022 Annual","Non-medical Drug Use - Male","Tennessee","",17.4,,13.5,21.3,"Denver Health and Hospital Authority, RADARS® System Survey of Non-Medical Use of Prescription Drugs Program","2022"
"2022","2022 Annual","Non-medical Drug Use - Less Than $25,000","Tennessee","",25.3,,18.6,32,"Denver Health and Hospital Authority, RADARS® System Survey of Non-Medical Use of Prescription Drugs Program","2022"
"2022","2022 Annual","Non-medical Drug Use - $25-$74,999","Tennessee",33,23.6,,17.4,29.7,"Denver Health and Hospital Authority, RADARS® System Survey of Non-Medical Use of Prescription Drugs Program","2022"
